Invoice,Invoice Number,Supplier Number,Invoice Date,Submit for Approval?,Handling Amount,Misc Amount,Shipping Amount,Line Level Taxation,Requester Email,Chart of Accounts,Currency,Image Scan Filename,Type of Document,Purchasing Organization,Remit To Code,Type of Invoice
invoice Line,Invoice Number,Supplier Number,Description,Price,Account Segment 1,Account Segment 2,Account Segment 3,Account Segment 4,Account Segment 5,Account Segment 6,Account Segment 7,Account Segment 8,Account Segment 9,Commodity Name,
Invoice,BPT114871x44928,0000114871,2023-01-02,No,,,,No,liz.williams@messer-us.com,US40,USD,,Invoice,,0000114871,Taxes
Invoice Line,BPT114871x44928,0000114871,2332442012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2332442012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2332442012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2338076012222,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2338076012312,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2338076012322,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2475981012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2475981012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2475981012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2475982012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2475982012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2475982012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2476051012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2476051012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2476051012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2698676012222,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2698676012312,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2698676012322,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2729101012222,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2729101012312,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2729101012322,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2731905012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2731905012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2731905012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2745547012312,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,2745547012312,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,2745547012322,,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x44928,0000114871,8281069012222,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,8281069012312,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
Invoice Line,BPT114871x,0000114871,8281069012322,,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05,
